months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported,policy_age_days,claim_deviation,claim_ratio,Actual,Fraud_Probability,Predicted,Risk_Level
253,43,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,unmarried,46300,-33000,Vehicle Theft,unknown,Trivial Damage,Police,9,1,NO,0,1,unknown,3840,640,640,2560,N,8580,-35368.95,3.9937597503900157,0,0.03532094516010874,0,Low Risk
280,43,100/300,1000,1559.34,0,MALE,JD,transport-moving,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,0,2,unknown,77000,14000,7000,56000,N,938,18071.050000000003,7.998857306099128,0,0.2204431440170964,1,Low Risk
5,26,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,unknown,88110,16020,16020,56070,N,182,18141.050000000003,3.499781536733038,0,0.203018303780856,1,Low Risk
220,42,100/300,1000,1281.72,0,MALE,College,farming-fishing,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,NO,0,2,YES,47740,4340,4340,39060,N,7494,1131.050000000003,8.997926744989634,0,0.24649838232828308,1,Low Risk
85,30,100/300,1000,796.35,0,FEMALE,MD,craft-repair,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,58960,5360,10720,42880,N,4821,4951.050000000003,3.9996269004757017,0,0.3094752517330223,1,Low Risk
266,46,250/500,500,1270.02,0,FEMALE,Associate,tech-support,own-child,0,-45800,Parked Car,unknown,Minor Damage,Police,5,1,NO,1,2,unknown,2160,480,240,1440,N,9066,-36488.95,5.975103734439834,0,0.06195978459430854,0,Low Risk
41,26,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,own-child,46700,0,Vehicle Theft,unknown,Trivial Damage,Police,12,1,YES,1,1,unknown,6890,530,1060,5300,N,3259,-32628.949999999997,4.995287464655985,0,0.08317438928998334,0,Low Risk
316,45,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,NO,2,0,YES,78870,7170,14340,57360,N,416,19431.050000000003,3.9997210794226343,0,0.3800763289135552,1,Low Risk
285,47,100/300,1000,1216.68,0,FEMALE,Masters,sales,other-relative,55100,0,Vehicle Theft,unknown,Trivial Damage,Police,8,1,NO,1,1,NO,2700,300,300,2100,N,8499,-35828.95,6.976744186046512,0,0.04276547769510884,0,Low Risk
379,54,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,unknown,0,1,NO,75960,6330,6330,63300,N,4798,25371.050000000003,9.998420470699731,0,0.355115043450992,1,Low Risk
15,34,250/500,2000,1586.41,0,FEMALE,High School,sales,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,unknown,75570,6870,13740,54960,Y,3575,17031.050000000003,3.999708900371152,1,0.7069018354227526,1,High Risk
354,48,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,unknown,2,3,YES,90240,15040,15040,60160,N,4288,22231.050000000003,3.999734060235357,0,0.20866480226875744,1,Low Risk
342,53,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,unknown,0,0,NO,80960,14720,7360,58880,N,3360,20951.050000000003,7.998913191142508,0,0.43031868655299044,1,Medium Risk
169,38,100/300,1000,1555.94,0,MALE,PhD,craft-repair,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,3,YES,79080,6590,13180,59310,N,3670,21381.050000000003,4.499658599499279,0,0.1832589211527978,0,Low Risk
339,49,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,not-in-family,98800,-65300,Vehicle Theft,unknown,Minor Damage,unknown,13,1,NO,0,3,NO,6820,1240,620,4960,N,7643,-32968.95,7.987117552334944,0,0.046502786246988975,0,Low Risk
259,42,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,5690,11380,45520,N,6929,7591.050000000003,3.99964853703541,0,0.35657904973622867,1,Low Risk
65,23,250/500,1000,1099.95,0,FEMALE,College,sales,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,52400,6550,6550,39300,Y,5513,1371.050000000003,5.999084109296291,1,0.5954292699010544,1,Medium Risk
254,46,250/500,2000,1472.43,0,MALE,MD,tech-support,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,unknown,1,3,YES,63580,5780,11560,46240,N,3831,8311.050000000003,3.999654009168757,0,0.4478195026442004,1,Medium Risk
440,55,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,6140,6140,49120,N,807,11191.050000000003,7.998697280573197,0,0.21854362807220162,1,Low Risk
478,63,250/500,1000,1292.3,0,MALE,High School,adm-clerical,own-child,47600,0,Parked Car,unknown,Minor Damage,unknown,5,1,YES,1,3,NO,4700,940,470,3290,Y,2063,-34638.95,6.985138004246284,1,0.6006659287201953,1,Medium Risk
230,44,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,74140,13480,13480,47180,N,5349,9251.050000000003,3.4997403753430754,0,0.32372463551313774,1,Low Risk
138,30,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,unknown,2,2,NO,83160,6930,13860,62370,N,4745,24441.050000000003,4.499675348098982,0,0.59428149732912,1,Medium Risk
239,41,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,other-relative,51400,-6300,Parked Car,unknown,Trivial Damage,Police,22,1,unknown,0,2,YES,10790,1660,830,8300,N,464,-29628.949999999997,9.987966305655837,0,0.06340753584530019,0,Low Risk
93,31,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,YES,1,3,NO,48070,8740,8740,30590,N,2591,-7338.949999999997,3.499599588147809,0,0.34300094280463517,1,Low Risk
37,25,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,51030,5670,11340,34020,N,4344,-3908.949999999997,2.9997354730623402,0,0.18720362139602192,0,Low Risk
254,40,100/300,500,1927.87,0,MALE,MD,prof-specialty,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,unknown,43280,0,5410,37870,Y,7533,-58.94999999999709,6.998706338939198,1,0.7002865067497195,1,High Risk
131,29,250/500,1000,978.27,0,FEMALE,Associate,sales,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,unknown,1,3,NO,76400,15280,7640,53480,N,579,15551.050000000003,6.999083889543254,0,0.407337616709296,1,Medium Risk
230,43,100/300,2000,1221.14,0,MALE,MD,prof-specialty,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,unknown,0,2,unknown,75460,13720,13720,48020,N,4574,10091.050000000003,3.499744916551272,0,0.35332130979488097,1,Low Risk
313,50,100/300,2000,1255.62,0,MALE,MD,armed-forces,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,2,1,YES,69000,13800,6900,48300,Y,3869,10371.050000000003,6.998985654253007,1,0.7191735261990356,1,High Risk
210,38,250/500,500,999.52,0,MALE,JD,tech-support,other-relative,0,0,Vehicle Theft,unknown,Minor Damage,Police,6,1,unknown,1,2,NO,8640,1440,720,6480,N,5869,-31448.949999999997,8.9875173370319,0,0.041883652557851606,0,Low Risk
101,29,250/500,500,1380.89,0,MALE,PhD,armed-forces,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,unknown,2,1,unknown,67210,12220,12220,42770,N,181,4841.050000000003,3.499713607724409,0,0.18135500647585417,0,Low Risk
153,37,500/1000,500,1010.77,0,MALE,High School,transport-moving,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,unknown,0,3,NO,42500,4250,4250,34000,N,3354,-3928.949999999997,7.998118089861209,0,0.1266626508774063,0,Low Risk
337,53,100/300,500,1205.86,0,MALE,Associate,armed-forces,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,YES,0,1,NO,86400,14400,7200,64800,N,5386,26871.050000000003,8.998750173587002,0,0.2378943590875871,1,Low Risk
360,51,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,not-in-family,0,-32900,Vehicle Theft,unknown,Minor Damage,Police,5,1,YES,2,2,unknown,4620,840,840,2940,Y,4813,-34988.95,3.4958382877526755,1,0.21217052037464568,1,Low Risk
428,53,100/300,1000,1496.44,0,FEMALE,High School,tech-support,unmarried,0,0,Parked Car,unknown,Trivial Damage,Police,9,1,YES,2,2,NO,6930,630,1260,5040,N,286,-32888.95,3.9968279143536876,0,0.08462475786424364,0,Low Risk
204,40,100/300,500,1256.2,0,FEMALE,JD,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,YES,1,2,YES,41700,8340,8340,25020,N,8746,-12908.949999999997,2.999640330895576,0,0.10573487551486187,0,Low Risk
364,51,100/300,500,1268.35,0,MALE,Masters,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,YES,2,1,NO,77330,14060,14060,49210,Y,8292,11281.050000000003,3.4997510845601307,1,0.7568155969541545,1,High Risk
185,35,500/1000,2000,1421.59,0,MALE,College,other-service,own-child,0,0,Vehicle Theft,unknown,Trivial Damage,Police,8,1,unknown,2,3,YES,4950,900,450,3600,N,5446,-34328.95,7.982261640798226,0,0.15396806450242398,0,Low Risk
63,26,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,own-child,0,-36500,Vehicle Theft,unknown,Minor Damage,Police,5,1,NO,0,2,YES,5160,860,860,3440,N,7064,-34488.95,3.9953542392566783,0,0.06411411312101663,0,Low Risk
210,35,100/300,500,1433.24,0,FEMALE,College,exec-managerial,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,unknown,24570,2730,2730,19110,Y,303,-18818.949999999997,6.997436836323691,1,0.6398431770934324,1,Medium Risk
194,38,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,unknown,1,0,unknown,53680,4880,9760,39040,N,1443,1111.050000000003,3.9995902059215243,0,0.25200420405295143,1,Low Risk
294,49,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,42900,3900,3900,35100,N,6949,-2828.949999999997,8.9976928992566,0,0.15029090128630215,0,Low Risk
272,41,250/500,2000,945.73,5000000,MALE,MD,protective-serv,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,NO,0,0,NO,84100,16820,8410,58870,Y,8703,20941.050000000003,6.999167756509333,1,0.2362637874759877,1,Low Risk
27,27,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,unknown,1,3,unknown,61560,6840,6840,47880,N,4625,9951.050000000003,6.99897675778395,0,0.2422042458700112,1,Low Risk
251,39,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,unknown,44240,5530,5530,33180,N,5753,-4748.949999999997,5.998915205207015,0,0.26585016473670586,1,Low Risk
180,33,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,unknown,2,3,YES,57700,11540,5770,40390,N,2128,2461.050000000003,6.998787038641483,0,0.14639262246368512,0,Low Risk
392,50,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030,16620,16620,74790,N,8546,36861.05,4.4997292581673785,0,0.13828509278956988,0,Low Risk
143,30,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,10860,5430,38010,N,8446,81.05000000000291,6.998711102927637,0,0.18292642586903318,0,Low Risk
371,54,100/300,2000,1317.97,0,MALE,High School,craft-repair,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,unknown,1,2,unknown,32280,5380,5380,21520,Y,996,-16408.949999999997,3.9992566437465156,1,0.6931498742577628,1,Medium Risk
292,42,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,1,NO,84600,16920,8460,59220,N,2874,21291.050000000003,6.999172674624749,0,0.1568631166618609,0,Low Risk
165,35,250/500,500,900.02,6000000,MALE,College,craft-repair,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,6970,6970,55760,N,785,17831.050000000003,7.998852388466504,0,0.17552896123640155,0,Low Risk
158,33,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,36400,3640,7280,25480,N,413,-12448.949999999997,3.4995192967998903,0,0.1217603784041057,0,Low Risk
241,39,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,0,2,YES,37520,4690,4690,28140,N,3587,-9788.949999999997,5.998720955020252,0,0.07616009946122666,0,Low Risk
103,33,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,NO,2,3,unknown,79090,14380,14380,50330,N,7429,12401.050000000003,3.4997566233224395,0,0.40283074227874954,1,Medium Risk
402,54,250/500,2000,1285.09,0,MALE,JD,farming-fishing,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,0,2,YES,67770,7530,15060,45180,Y,4214,7251.050000000003,2.999800810039174,1,0.7411117765335442,1,High Risk
102,32,100/300,500,1537.07,3000000,MALE,JD,tech-support,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,1,0,NO,47400,9480,4740,33180,Y,155,-4748.949999999997,6.998523518245096,1,0.6258863104381369,1,Medium Risk
182,40,100/300,1000,1022.42,0,MALE,PhD,other-service,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,13,1,YES,0,2,unknown,71100,7110,14220,49770,N,1163,11841.050000000003,3.499753885099501,0,0.2891693912423523,1,Low Risk
282,46,100/300,2000,1558.86,0,MALE,MD,other-service,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,unknown,2,2,NO,69400,13880,6940,48580,N,8585,10651.050000000003,6.998991499783893,0,0.1691760815622079,0,Low Risk
222,39,500/1000,500,1757.87,0,MALE,High School,transport-moving,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,YES,2,1,unknown,55000,5000,10000,40000,Y,3975,2071.050000000003,3.9996000399960003,1,0.7041830343677239,1,High Risk
415,52,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,YES,1,3,YES,51090,7860,7860,35370,N,-20,-2558.949999999997,4.499427553746343,0,0.1573915642069081,0,Low Risk
51,34,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,unknown,2,3,NO,64200,6420,19260,38520,Y,414,591.0500000000029,1.9998961632314003,1,0.8021522134175583,1,High Risk
255,45,500/1000,500,1192.27,0,MALE,High School,sales,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,NO,2,0,YES,67320,12240,12240,42840,N,8849,4911.050000000003,3.4997140756474145,0,0.2201378797642715,1,Low Risk
143,31,250/500,500,1163.83,0,MALE,Associate,protective-serv,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,unknown,76120,6920,13840,55360,N,231,17431.050000000003,3.999711003540207,0,0.3710394855328594,1,Low Risk
130,28,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,YES,2,1,NO,85020,13080,13080,58860,N,8460,20931.050000000003,4.499655989603242,0,0.19003778988533535,0,Low Risk
242,41,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,0,1,unknown,68090,12380,12380,43330,N,8899,5401.050000000003,3.4997173087795814,0,0.12490218666335677,0,Low Risk
96,27,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,wife,0,0,Parked Car,unknown,Trivial Damage,Police,4,1,unknown,1,2,NO,6030,670,670,4690,N,2166,-33238.95,6.98956780923994,0,0.07817414783669721,0,Low Risk
180,35,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,wife,0,-55800,Vehicle Theft,unknown,Minor Damage,unknown,17,1,unknown,1,3,NO,5100,1020,510,3570,N,3495,-34358.95,6.986301369863014,0,0.14622692828723965,0,Low Risk
150,30,100/300,1000,1677.26,0,MALE,College,sales,own-child,40100,0,Vehicle Theft,unknown,Trivial Damage,Police,7,1,YES,1,3,YES,4590,510,510,3570,N,7609,-34358.95,6.986301369863014,0,0.05384526104737553,0,Low Risk
463,59,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,unknown,1,2,NO,72400,7240,14480,50680,Y,7498,12751.050000000003,3.4997583039845312,1,0.5172438739373262,1,Medium Risk
472,64,250/500,500,989.24,0,MALE,Masters,other-service,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,NO,2,3,NO,70900,14180,7090,49630,N,910,11701.050000000003,6.9990128331688055,0,0.36394876331239995,1,Low Risk
75,25,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,unknown,2,3,YES,65100,6510,6510,52080,N,1143,14151.050000000003,7.998771310090616,0,0.2044865418093648,1,Low Risk
193,40,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,unknown,2,1,YES,64260,0,14280,49980,N,3655,12051.050000000003,3.4997549191233106,0,0.21080838304175972,1,Low Risk
43,43,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,unknown,2,1,unknown,79970,7270,21810,50890,Y,6282,12961.050000000003,2.333226353674751,1,0.7623250405743266,1,High Risk
253,41,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,unknown,56610,6290,6290,44030,N,3918,6101.050000000003,6.9988872993164835,0,0.22673145879095258,1,Low Risk
152,30,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,YES,1,1,unknown,84590,7690,7690,69210,Y,1912,31281.050000000003,8.998829801066181,1,0.7609049007818565,1,High Risk
160,38,250/500,500,1733.56,0,MALE,High School,sales,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,2,1,YES,66780,7420,14840,44520,N,1938,6591.050000000003,2.999797857287245,0,0.48387180933944307,1,Medium Risk
56,36,100/300,500,1533.07,0,MALE,JD,farming-fishing,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,YES,1,2,YES,58500,0,6500,52000,N,1899,14071.050000000003,7.998769420089217,0,0.4252801146891736,1,Medium Risk
286,41,100/300,500,1106.77,0,FEMALE,College,prof-specialty,other-relative,45500,-62500,Parked Car,unknown,Trivial Damage,Police,3,1,unknown,2,0,NO,5000,500,500,4000,N,4915,-33928.95,7.984031936127744,0,0.045656764458053965,0,Low Risk
3,29,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,unknown,Trivial Damage,Police,3,1,unknown,2,1,unknown,5000,500,1000,3500,Y,8102,-34428.95,3.4965034965034967,1,0.7338183851099394,1,High Risk
286,41,250/500,1000,1298.85,6000000,FEMALE,High School,sales,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,unknown,1,3,YES,54450,6050,12100,36300,N,5872,-1628.949999999997,2.999752086604413,0,0.3573303984717695,1,Low Risk
239,38,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,NO,1,3,unknown,61920,6880,6880,48160,N,8944,10231.050000000003,6.998982706002034,0,0.3997359558439776,1,Low Risk
64,29,250/500,2000,1202.28,0,MALE,High School,exec-managerial,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,unknown,1,2,NO,43700,4370,4370,34960,Y,1178,-2968.949999999997,7.998169755204759,1,0.6824126766991695,1,Medium Risk
98,31,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,unknown,2,0,unknown,64080,7120,7120,49840,N,9123,11911.050000000003,6.999016991995506,0,0.15104997046948385,0,Low Risk
16,35,250/500,1000,1358.03,0,MALE,JD,sales,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,2,1,unknown,55000,10000,10000,35000,Y,8848,-2928.949999999997,3.4996500349965003,1,0.5730772821691387,1,Medium Risk
70,27,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,own-child,46000,0,Vehicle Theft,unknown,Trivial Damage,Police,19,1,NO,2,3,unknown,4400,0,550,3850,N,3833,-34078.95,6.987295825771325,0,0.06675243228851602,0,Low Risk
75,27,100/300,1000,1141.1,0,MALE,JD,armed-forces,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,unknown,0,1,YES,71640,5970,11940,53730,N,7750,15801.050000000003,4.499623147140105,0,0.1856839258854845,0,Low Risk
246,44,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,0,NO,61740,6860,6860,48020,N,7241,10091.050000000003,6.9989797405626,0,0.18740824126564154,0,Low Risk
110,27,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,unknown,0,3,unknown,57500,5750,5750,46000,N,2012,8071.050000000003,7.998608937576074,0,0.14000629921566204,0,Low Risk
236,39,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,wife,0,-63900,Parked Car,unknown,Minor Damage,Police,17,1,YES,0,0,unknown,8700,870,1740,6090,N,6633,-31838.949999999997,3.497989661114302,0,0.09163706353963587,0,Low Risk
267,46,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,NO,2,1,unknown,77100,15420,7710,53970,N,3802,16041.050000000003,6.999092205939567,0,0.17998921857474623,0,Low Risk
463,57,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,2,0,YES,59400,6600,6600,46200,N,8599,8271.050000000003,6.998939554612938,0,0.20207815605349708,1,Low Risk
303,46,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,9980,4990,39920,N,3681,1991.050000000003,7.998397114806652,0,0.2954689326004729,1,Low Risk
137,30,250/500,500,1039.55,0,MALE,MD,exec-managerial,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,unknown,2,1,unknown,74030,6730,13460,53840,N,1158,15911.050000000003,3.9997028452566674,0,0.31455336333144185,1,Low Risk
56,42,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,unknown,1,2,YES,61490,11180,11180,39130,N,6807,1201.050000000003,3.499686968965209,0,0.36696041819137754,1,Low Risk
75,27,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,0,2,YES,79560,6630,13260,59670,N,8204,21741.050000000003,4.499660659075484,0,0.14051382100535106,0,Low Risk
131,33,100/300,2000,1081.17,0,MALE,MD,sales,wife,0,-65200,Parked Car,unknown,Minor Damage,Police,3,1,unknown,0,1,NO,4900,490,490,3920,N,8877,-34008.95,7.9837067209775965,0,0.10402792395944588,0,Low Risk
153,34,250/500,500,991.39,0,MALE,High School,tech-support,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,unknown,1,0,NO,77770,14140,14140,49490,N,7670,11561.050000000003,3.4997524927515733,0,0.25126564081448133,1,Low Risk
255,43,500/1000,500,984.02,0,FEMALE,JD,transport-moving,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,unknown,2,2,unknown,74700,7470,14940,52290,Y,2837,14361.050000000003,3.4997657452647077,1,0.768498400447873,1,High Risk
103,26,100/300,500,1354.83,0,MALE,MD,tech-support,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,2,2,unknown,40600,4060,4060,32480,N,272,-5448.949999999997,7.99803004186161,0,0.22585188767989128,1,Low Risk
97,28,100/300,1000,830.31,0,MALE,JD,farming-fishing,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,unknown,1,0,unknown,45270,10060,10060,25150,N,1797,-12778.949999999997,2.499751515753901,0,0.3334254865530359,1,Low Risk
214,36,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,0,3,unknown,47080,4280,8560,34240,N,5354,-3688.949999999997,3.999532764863918,0,0.09235745029540685,0,Low Risk
